sequence_name,FSIG_a_mean,FSIG_a_var,FSIG_lt_mean,FSIG_lt_var,FSIG_lb_mean,FSIG_lb_var,FSIG_rt_mean,FSIG_rt_var,FSIG_rb_mean,FSIG_rb_var
Descendants_2_Guess_The_Song__Totally_TV_002_375_500_854x480_HW_Q3_CRF10.bin,4.956802,190.7027,3.441478,1.967174,16.91437,748.8738,1.540244,1.493878,5.074176,958.5688
Descendants_2_Guess_The_Song__Totally_TV_002_500_625_854x480_HW_Q3_CRF10.bin,5.48232,114.5326,6.738621,50.45066,19.49825,668.5396,1.819618,1.868853,7.509644,590.5626
Descendants_2_Guess_The_Song__Totally_TV_002_625_750_854x480_HW_Q3_CRF10.bin,5.684603,6.608603,13.76579,96.39934,22.53342,111.0406,1.860237,1.159054,3.613451,4.090496
Descendants_2_Guess_The_Song__Totally_TV_002_750_875_854x480_HW_Q3_CRF10.bin,65.006,21001.41,68.68452,24529.17,101.7701,53591.69,65.73736,21151.95,74.53658,21795.2
Descendants_2_Guess_The_Song__Totally_TV_002_875_1000_854x480_HW_Q3_CRF10.bin,6.115612,19.01177,7.438622,50.99289,26.51608,324.8552,1.706874,2.560205,3.261978,11.86716
Descendants_2_Guess_The_Song__Totally_TV_003_0_125_854x480_HW_Q3_CRF10.bin,2.793202,2.615588,2.735422,3.251334,7.709107,38.21853,3.91467,13.16691,4.844351,12.58666
Descendants_2_Guess_The_Song__Totally_TV_003_1000_1125_854x480_HW_Q3_CRF10.bin,22.592,438.4284,32.91959,881.9656,46.27113,1782.71,25.81597,891.4066,38.84667,2849.383
Descendants_2_Guess_The_Song__Totally_TV_003_1125_1250_854x480_HW_Q3_CRF10.bin,12.09752,157.1427,17.15367,409.0516,42.21774,1873.011,4.388065,41.70986,10.19001,382.9206
Descendants_2_Guess_The_Song__Totally_TV_003_1250_1375_854x480_HW_Q3_CRF10.bin,5.480506,360.9287,3.897367,31.00883,15.13745,1632.531,4.300881,46.28513,10.10624,1278.235
Descendants_2_Guess_The_Song__Totally_TV_003_125_250_854x480_HW_Q3_CRF10.bin,3.659516,6.892856,3.549097,22.43023,11.09735,122.0879,3.133685,25.68037,7.793601,70.83981
Descendants_2_Guess_The_Song__Totally_TV_003_1375_1500_854x480_HW_Q3_CRF10.bin,1.985154,2.202015,2.043747,1.571427,3.922951,4.12603,2.133932,2.893793,3.478215,21.73716
Descendants_2_Guess_The_Song__Totally_TV_003_1500_1625_854x480_HW_Q3_CRF10.bin,67.08958,22528.79,66.71855,24802.44,97.97786,57548.72,67.95391,22747.09,81.18307,25019.95
Descendants_2_Guess_The_Song__Totally_TV_003_1625_1750_854x480_HW_Q3_CRF10.bin,4.676317,25.54496,2.642684,10.29126,4.703768,70.1413,6.878767,92.05234,14.27772,273.9124
Descendants_2_Guess_The_Song__Totally_TV_003_1750_1875_854x480_HW_Q3_CRF10.bin,3.753953,17.1252,3.389816,13.72791,8.345767,136.0897,3.708767,40.63646,9.214623,62.94596
Descendants_2_Guess_The_Song__Totally_TV_003_1875_2000_854x480_HW_Q3_CRF10.bin,2.268811,1.799591,2.165854,1.941829,5.155116,17.24416,2.541673,1.064793,3.690979,3.125483
Descendants_2_Guess_The_Song__Totally_TV_003_2000_2125_854x480_HW_Q3_CRF10.bin,5.515581,298.0743,2.840048,2.822143,9.333188,1006.119,8.186467,156.2879,12.38032,1502.013
Descendants_2_Guess_The_Song__Totally_TV_003_2125_2250_854x480_HW_Q3_CRF10.bin,5.164343,130.1619,3.545277,4.951531,15.77061,797.4085,4.536458,12.14611,12.49741,990.1183
Descendants_2_Guess_The_Song__Totally_TV_003_2250_2375_854x480_HW_Q3_CRF10.bin,3.190659,22.88199,2.804966,2.044779,7.752689,52.00235,2.59399,1.389516,8.295618,152.9593
Descendants_2_Guess_The_Song__Totally_TV_003_2375_2500_854x480_HW_Q3_CRF10.bin,10.05983,578.8275,9.48935,616.1036,11.95848,579.8113,10.84932,792.7308,21.34291,2687.051
Descendants_2_Guess_The_Song__Totally_TV_003_2500_2625_854x480_HW_Q3_CRF10.bin,54.69806,12710.13,64.86534,17107.69,93.06043,35641.07,62.50572,21920.98,56.30551,14100.7
Descendants_2_Guess_The_Song__Totally_TV_003_250_375_854x480_HW_Q3_CRF10.bin,4.896539,335.6404,4.614259,9.591534,10.71262,1154.529,2.418631,2.337445,9.62674,1962.308
Descendants_2_Guess_The_Song__Totally_TV_003_2625_2750_854x480_HW_Q3_CRF10.bin,3.948332,27.46781,1.859116,2.246438,7.078793,229.7855,3.630625,32.79904,8.515373,306.4095
Descendants_2_Guess_The_Song__Totally_TV_003_2750_2875_854x480_HW_Q3_CRF10.bin,2.323033,11.13009,2.205658,5.43328,5.519304,24.71791,2.172279,45.20152,3.30736,213.3968
Descendants_2_Guess_The_Song__Totally_TV_003_2875_3000_854x480_HW_Q3_CRF10.bin,3.496264,218.2155,2.56102,13.12727,8.558821,834.1547,2.46871,7.64579,6.260839,1199.959
Descendants_2_Guess_The_Song__Totally_TV_003_375_500_854x480_HW_Q3_CRF10.bin,57.48677,19738.73,57.35818,21672.36,77.55006,44307.68,61.94056,22572.78,70.5436,23612.61
Descendants_2_Guess_The_Song__Totally_TV_003_500_625_854x480_HW_Q3_CRF10.bin,6.870582,859.3444,7.156875,705.9186,13.28907,2766.406,8.109892,437.7841,11.44875,1337.101
Descendants_2_Guess_The_Song__Totally_TV_003_625_750_854x480_HW_Q3_CRF10.bin,1.440989,0.773143,1.845363,1.842041,2.927445,3.384932,1.38526,1.688336,1.980905,2.209293
Descendants_2_Guess_The_Song__Totally_TV_003_750_875_854x480_HW_Q3_CRF10.bin,3.356206,10.92096,7.213143,88.15197,10.92952,100.3353,2.182221,12.3875,2.703621,7.660612
Descendants_2_Guess_The_Song__Totally_TV_003_875_1000_854x480_HW_Q3_CRF10.bin,5.297121,122.4781,8.220413,112.7449,16.65523,1392.512,3.085377,35.15434,5.98605,157.8048
Descendants_2_Guess_The_Song__Totally_TV_004_0_125_854x480_HW_Q3_CRF10.bin,1.610931,0.7858715,1.372524,1.986046,2.020819,1.074141,1.992981,2.475574,3.982651,11.80307
Descendants_2_Guess_The_Song__Totally_TV_004_1000_1125_854x480_HW_Q3_CRF10.bin,9.055892,141.6474,7.553828,28.02504,31.01303,1078.786,11.68018,70.22794,17.70321,761.438
Descendants_2_Guess_The_Song__Totally_TV_004_1125_1250_854x480_HW_Q3_CRF10.bin,61.17592,11209.23,61.38167,14408.03,86.51737,27742.71,76.60595,17413.67,84.75172,14870.63
Descendants_2_Guess_The_Song__Totally_TV_004_1250_1375_854x480_HW_Q3_CRF10.bin,13.81553,690.7927,8.734924,667.1676,14.96458,1773.362,19.19993,1141.195,34.90341,2654.637
Descendants_2_Guess_The_Song__Totally_TV_004_125_250_854x480_HW_Q3_CRF10.bin,8.414641,32.67674,14.86646,236.6437,29.75671,283.9168,5.268754,69.69872,10.25586,234.4669
Descendants_2_Guess_The_Song__Totally_TV_004_1375_1500_854x480_HW_Q3_CRF10.bin,4.185106,8.495636,4.200836,20.64277,15.54011,201.1087,2.165235,2.29278,5.198361,19.24903
Descendants_2_Guess_The_Song__Totally_TV_004_1500_1625_854x480_HW_Q3_CRF10.bin,3.643825,172.3986,2.839683,3.200573,7.760836,422.9773,1.840378,1.328404,7.665005,1065.022
Descendants_2_Guess_The_Song__Totally_TV_004_1625_1750_854x480_HW_Q3_CRF10.bin,4.37484,143.1596,5.059453,21.07807,14.48063,816.0144,2.024304,3.64257,5.458965,770.9412
Descendants_2_Guess_The_Song__Totally_TV_004_1750_1875_854x480_HW_Q3_CRF10.bin,5.381311,4.69147,9.437932,17.92225,21.14608,52.81057,5.088416,13.53183,9.628886,28.56659
Descendants_2_Guess_The_Song__Totally_TV_004_1875_2000_854x480_HW_Q3_CRF10.bin,56.04119,12863.08,61.17252,15807.25,84.29914,34180.63,68.28298,19555.81,72.7812,16381.36
Descendants_2_Guess_The_Song__Totally_TV_004_2000_2125_854x480_HW_Q3_CRF10.bin,11.58628,876.5245,13.59311,1444.514,27.42532,2740.179,10.38589,786.0743,16.00045,2555.724
Descendants_2_Guess_The_Song__Totally_TV_004_2125_2250_854x480_HW_Q3_CRF10.bin,5.136621,31.61491,5.259142,51.79654,14.59225,261.7881,2.627748,7.734655,7.566577,109.6999
Descendants_2_Guess_The_Song__Totally_TV_004_2250_2375_854x480_HW_Q3_CRF10.bin,5.40861,20.83209,5.498412,25.59031,15.41233,270.8161,6.136775,48.81631,9.000017,53.15479
Descendants_2_Guess_The_Song__Totally_TV_004_2375_2500_854x480_HW_Q3_CRF10.bin,12.12398,413.8844,12.72702,203.0705,31.47727,1319.222,10.97381,135.0282,23.3197,2883.365
Descendants_2_Guess_The_Song__Totally_TV_004_2500_2625_854x480_HW_Q3_CRF10.bin,10.18267,32.80824,20.70973,226.2763,39.91992,520.4013,5.198442,12.78274,12.93816,170.7237
Descendants_2_Guess_The_Song__Totally_TV_004_250_375_854x480_HW_Q3_CRF10.bin,11.20707,43.94114,24.69513,305.5241,33.69533,311.8848,8.345514,213.7144,15.90409,313.5617
Descendants_2_Guess_The_Song__Totally_TV_004_2625_2750_854x480_HW_Q3_CRF10.bin,7.241576,189.631,10.49165,30.83887,21.6138,527.0686,4.642537,6.987815,12.83013,1168.617
Descendants_2_Guess_The_Song__Totally_TV_004_2750_2875_854x480_HW_Q3_CRF10.bin,7.236812,79.85496,5.682447,28.53407,28.16848,1083.581,3.85454,17.50175,13.2427,760.1833
Descendants_2_Guess_The_Song__Totally_TV_004_2875_3000_854x480_HW_Q3_CRF10.bin,62.36382,21500.83,59.81376,23367.02,88.39119,46290.41,64.58416,24320.47,80.51434,29181.65
Descendants_2_Guess_The_Song__Totally_TV_004_375_500_854x480_HW_Q3_CRF10.bin,6.679787,463.9102,4.050308,4.138061,18.26801,1133.189,2.477671,2.201517,11.90585,3109.207
Descendants_2_Guess_The_Song__Totally_TV_004_500_625_854x480_HW_Q3_CRF10.bin,10.72657,189.7502,13.49145,184.4784,31.01637,979.6634,10.81606,97.63477,19.49589,1610.571
Descendants_2_Guess_The_Song__Totally_TV_004_625_750_854x480_HW_Q3_CRF10.bin,59.96959,14005.48,66.35967,15673.1,88.50616,35149.32,73.09724,21616.2,81.76129,20430.61
Descendants_2_Guess_The_Song__Totally_TV_004_750_875_854x480_HW_Q3_CRF10.bin,3.325765,11.59055,4.626016,54.26316,10.9748,143.1212,2.546511,17.64936,4.067934,28.20287
Descendants_2_Guess_The_Song__Totally_TV_004_875_1000_854x480_HW_Q3_CRF10.bin,5.514773,168.8608,7.830932,60.4236,16.72598,506.2274,4.726364,7.176791,10.00217,982.7839
Descendants_2_Guess_The_Song__Totally_TV_005_0_125_854x480_HW_Q3_CRF10.bin,2.959463,2.580153,2.80397,1.730798,6.362234,10.63414,2.895368,5.170861,8.69295,36.36368
Descendants_2_Guess_The_Song__Totally_TV_005_1000_1125_854x480_HW_Q3_CRF10.bin,2.356745,0.7413646,3.095168,3.57482,5.586497,9.223867,3.706099,3.809222,3.913661,2.471683
Descendants_2_Guess_The_Song__Totally_TV_005_1125_1250_854x480_HW_Q3_CRF10.bin,3.157555,2.024162,5.151623,8.217426,11.05664,66.45935,3.993485,7.564705,4.174458,6.28973
Descendants_2_Guess_The_Song__Totally_TV_005_1250_1375_854x480_HW_Q3_CRF10.bin,2.63913,5.335364,2.931562,1.725769,7.534853,96.26706,2.227715,1.18906,4.061735,9.856509
Descendants_2_Guess_The_Song__Totally_TV_005_125_250_854x480_HW_Q3_CRF10.bin,3.223482,1.183521,2.562789,1.418256,10.71622,31.63464,2.30735,3.005362,4.597783,7.002627
Descendants_2_Guess_The_Song__Totally_TV_005_1375_1500_854x480_HW_Q3_CRF10.bin,4.78529,4.302553,7.160765,12.54281,17.39176,58.1985,3.798567,9.619989,8.441525,30.53913
Descendants_2_Guess_The_Song__Totally_TV_005_1500_1625_854x480_HW_Q3_CRF10.bin,4.339766,55.99181,4.26651,22.82401,12.40212,357.4266,2.900483,10.44049,8.617346,254.1754
Descendants_2_Guess_The_Song__Totally_TV_005_1625_1750_854x480_HW_Q3_CRF10.bin,4.658686,5.107593,7.753032,27.51646,15.7027,78.02266,3.097594,3.828258,3.634225,3.753773
Descendants_2_Guess_The_Song__Totally_TV_005_1750_1875_854x480_HW_Q3_CRF10.bin,7.769729,11.03981,10.50314,17.46015,24.96943,205.3168,11.7549,76.03601,11.71157,54.2741
Descendants_2_Guess_The_Song__Totally_TV_005_1875_2000_854x480_HW_Q3_CRF10.bin,3.009555,11.38313,4.864347,20.42561,8.808111,61.7971,3.429693,32.46959,5.378927,47.26026
Descendants_2_Guess_The_Song__Totally_TV_005_2000_2125_854x480_HW_Q3_CRF10.bin,4.498831,8.486479,4.342561,7.296598,12.39222,119.7653,2.956258,1.943387,14.77732,92.63522
Descendants_2_Guess_The_Song__Totally_TV_005_2125_2250_854x480_HW_Q3_CRF10.bin,10.16829,27.92954,13.92284,45.97299,30.6751,294.1494,6.146711,21.07573,17.96868,221.0648
Descendants_2_Guess_The_Song__Totally_TV_005_2250_2375_854x480_HW_Q3_CRF10.bin,12.20241,91.11423,20.97953,449.5482,34.18229,672.4487,6.655703,63.10143,19.03631,299.3618
Descendants_2_Guess_The_Song__Totally_TV_005_2375_2500_854x480_HW_Q3_CRF10.bin,4.639265,2.6308,8.648096,22.85609,16.71111,71.19885,4.366481,5.768413,6.808674,8.928557
Descendants_2_Guess_The_Song__Totally_TV_005_2500_2625_854x480_HW_Q3_CRF10.bin,4.022273,3.863529,5.119534,11.6379,8.842181,22.508,5.774271,21.98989,9.462633,37.50275
Descendants_2_Guess_The_Song__Totally_TV_005_250_375_854x480_HW_Q3_CRF10.bin,4.87564,540.5307,4.531121,640.9116,12.62436,2423.798,3.919251,710.7346,7.493811,1909.458
Descendants_2_Guess_The_Song__Totally_TV_005_2625_2750_854x480_HW_Q3_CRF10.bin,2.741248,16.12635,3.423042,59.62569,6.258748,243.5659,4.506887,26.30422,5.349623,158.27
Descendants_2_Guess_The_Song__Totally_TV_005_2750_2875_854x480_HW_Q3_CRF10.bin,3.836831,3.856879,6.304061,10.74435,10.04808,30.61931,5.557779,19.24777,5.284982,14.74936
Descendants_2_Guess_The_Song__Totally_TV_005_2875_3000_854x480_HW_Q3_CRF10.bin,4.510245,3.117828,6.321609,17.59971,9.529864,15.75941,8.41314,27.10029,10.752,26.76823
Descendants_2_Guess_The_Song__Totally_TV_005_375_500_854x480_HW_Q3_CRF10.bin,20.19145,814.2256,31.67404,2061.524,43.86196,1761.839,16.24878,1879.703,22.80187,2168.199
Descendants_2_Guess_The_Song__Totally_TV_005_500_625_854x480_HW_Q3_CRF10.bin,2.788175,1.939687,2.300607,2.017578,6.013779,12.76371,2.934126,4.305812,7.457034,21.18929
Descendants_2_Guess_The_Song__Totally_TV_005_625_750_854x480_HW_Q3_CRF10.bin,7.013718,1278.234,7.913394,505.9072,14.07373,1904.274,4.945614,1292.999,10.17741,4743.903
Descendants_2_Guess_The_Song__Totally_TV_005_750_875_854x480_HW_Q3_CRF10.bin,5.431926,934.5815,7.623409,669.6012,8.482544,1402.494,5.184689,1742.803,6.219987,2189.78
Descendants_2_Guess_The_Song__Totally_TV_005_875_1000_854x480_HW_Q3_CRF10.bin,2.869941,1.604542,3.292933,2.834645,4.873659,5.665694,5.447281,8.74423,6.565846,30.90354
Descendants_2_Guess_The_Song__Totally_TV_006_0_125_854x480_HW_Q3_CRF10.bin,5.567271,16.95951,6.79601,13.85232,10.23085,27.89053,14.72239,262.0386,12.14092,162.2533
Descendants_2_Guess_The_Song__Totally_TV_006_1000_1125_854x480_HW_Q3_CRF10.bin,5.567271,16.95951,6.79601,13.85232,10.23085,27.89053,14.72239,262.0386,12.14092,162.2533
Descendants_2_Guess_The_Song__Totally_TV_006_1125_1250_854x480_HW_Q3_CRF10.bin,5.567271,16.95951,6.79601,13.85232,10.23085,27.89053,14.72239,262.0386,12.14092,162.2533
Descendants_2_Guess_The_Song__Totally_TV_006_1250_1375_854x480_HW_Q3_CRF10.bin,5.567271,16.95951,6.79601,13.85232,10.23085,27.89053,14.72239,262.0386,12.14092,162.2533
Descendants_2_Guess_The_Song__Totally_TV_006_125_250_854x480_HW_Q3_CRF10.bin,7.363254,9.785362,14.27942,44.9336,16.18197,63.25968,14.60854,92.55643,21.18652,119.8462
Descendants_2_Guess_The_Song__Totally_TV_006_1375_1500_854x480_HW_Q3_CRF10.bin,7.363254,9.785362,14.27942,44.9336,16.18197,63.25968,14.60854,92.55643,21.18652,119.8462
Descendants_2_Guess_The_Song__Totally_TV_006_1500_1625_854x480_HW_Q3_CRF10.bin,7.363254,9.785362,14.27942,44.9336,16.18197,63.25968,14.60854,92.55643,21.18652,119.8462
Descendants_2_Guess_The_Song__Totally_TV_006_1625_1750_854x480_HW_Q3_CRF10.bin,7.363254,9.785362,14.27942,44.9336,16.18197,63.25968,14.60854,92.55643,21.18652,119.8462
Descendants_2_Guess_The_Song__Totally_TV_006_1750_1875_854x480_HW_Q3_CRF10.bin,7.363254,9.785362,14.27942,44.9336,16.18197,63.25968,14.60854,92.55643,21.18652,119.8462
Descendants_2_Guess_The_Song__Totally_TV_006_1875_2000_854x480_HW_Q3_CRF10.bin,7.363254,9.785362,14.27942,44.9336,16.18197,63.25968,14.60854,92.55643,21.18652,119.8462
Descendants_2_Guess_The_Song__Totally_TV_006_2000_2125_854x480_HW_Q3_CRF10.bin,7.363254,9.785362,14.27942,44.9336,16.18197,63.25968,14.60854,92.55643,21.18652,119.8462
Descendants_2_Guess_The_Song__Totally_TV_006_2125_2250_854x480_HW_Q3_CRF10.bin,7.363254,9.785362,14.27942,44.9336,16.18197,63.25968,14.60854,92.55643,21.18652,119.8462
Descendants_2_Guess_The_Song__Totally_TV_006_2250_2375_854x480_HW_Q3_CRF10.bin,7.363254,9.785362,14.27942,44.9336,16.18197,63.25968,14.60854,92.55643,21.18652,119.8462
Descendants_2_Guess_The_Song__Totally_TV_006_2375_2500_854x480_HW_Q3_CRF10.bin,7.363254,9.785362,14.27942,44.9336,16.18197,63.25968,14.60854,92.55643,21.18652,119.8462
Descendants_2_Guess_The_Song__Totally_TV_006_2500_2625_854x480_HW_Q3_CRF10.bin,7.363254,9.785362,14.27942,44.9336,16.18197,63.25968,14.60854,92.55643,21.18652,119.8462
Descendants_2_Guess_The_Song__Totally_TV_006_250_375_854x480_HW_Q3_CRF10.bin,8.712206,11.44951,15.6827,55.65639,15.15609,81.8224,25.97962,212.2453,23.09352,120.0199
Descendants_2_Guess_The_Song__Totally_TV_006_2625_2750_854x480_HW_Q3_CRF10.bin,8.712206,11.44951,15.6827,55.65639,15.15609,81.8224,25.97962,212.2453,23.09352,120.0199
Descendants_2_Guess_The_Song__Totally_TV_006_2750_2875_854x480_HW_Q3_CRF10.bin,8.712206,11.44951,15.6827,55.65639,15.15609,81.8224,25.97962,212.2453,23.09352,120.0199
Descendants_2_Guess_The_Song__Totally_TV_006_2875_3000_854x480_HW_Q3_CRF10.bin,8.712206,11.44951,15.6827,55.65639,15.15609,81.8224,25.97962,212.2453,23.09352,120.0199
Descendants_2_Guess_The_Song__Totally_TV_006_375_500_854x480_HW_Q3_CRF10.bin,10.49696,195.4531,11.47819,320.6505,17.05314,197.2728,15.79719,230.4562,22.29104,89.06698
Descendants_2_Guess_The_Song__Totally_TV_006_500_625_854x480_HW_Q3_CRF10.bin,12.81199,307.3883,14.22254,477.2293,19.41457,317.0594,18.16635,333.7908,23.34006,109.8371
Descendants_2_Guess_The_Song__Totally_TV_006_625_750_854x480_HW_Q3_CRF10.bin,12.81199,307.3883,14.22254,477.2293,19.41457,317.0594,18.16635,333.7908,23.34006,109.8371
Descendants_2_Guess_The_Song__Totally_TV_006_750_875_854x480_HW_Q3_CRF10.bin,12.81199,307.3883,14.22254,477.2293,19.41457,317.0594,18.16635,333.7908,23.34006,109.8371
Descendants_2_Guess_The_Song__Totally_TV_006_875_1000_854x480_HW_Q3_CRF10.bin,12.81199,307.3883,14.22254,477.2293,19.41457,317.0594,18.16635,333.7908,23.34006,109.8371
Descendants_2_cover_Its_Goin_Down_000_0_125_854x480_HW_Q3_CRF10.bin,18.58944,79.31105,36.7765,419.1216,42.01172,551.2619,42.23084,1105.338,28.64337,360.1639
Descendants_2_cover_Its_Goin_Down_000_1000_1125_854x480_HW_Q3_CRF10.bin,6.849809,14.25207,12.24152,65.12253,15.52225,80.24849,13.9082,75.79855,9.297265,27.14386
Descendants_2_cover_Its_Goin_Down_000_1125_1250_854x480_HW_Q3_CRF10.bin,7.936456,16.75072,15.92154,108.9517,13.46671,65.11234,14.9778,102.2704,8.828055,17.66197
Descendants_2_cover_Its_Goin_Down_000_1250_1375_854x480_HW_Q3_CRF10.bin,5.627349,7.422155,11.01689,32.22097,13.99589,144.3548,9.57636,46.74869,6.146667,17.85718
Descendants_2_cover_Its_Goin_Down_000_125_250_854x480_HW_Q3_CRF10.bin,25.53356,1851.778,14.37009,145.5139,39.98033,7740.58,28.44534,1687.932,57.918,10713.79
Descendants_2_cover_Its_Goin_Down_000_1375_1500_854x480_HW_Q3_CRF10.bin,7.811192,10.14078,16.50605,73.53664,12.68249,25.83589,14.45847,45.6641,10.71469,23.77562
Descendants_2_cover_Its_Goin_Down_000_1500_1625_854x480_HW_Q3_CRF10.bin,7.364383,12.20324,11.37698,45.95475,16.05272,180.2512,11.98856,51.49411,12.65753,67.67302
Descendants_2_cover_Its_Goin_Down_000_1625_1750_854x480_HW_Q3_CRF10.bin,3.064881,1.101007,6.858977,8.049934,3.643553,2.309995,6.883597,5.476071,3.585072,1.642674
Descendants_2_cover_Its_Goin_Down_000_1750_1875_854x480_HW_Q3_CRF10.bin,3.712649,2.329477,9.32021,16.4733,5.194149,7.8139,8.891028,20.09208,4.62717,5.55547
Descendants_2_cover_Its_Goin_Down_000_1875_2000_854x480_HW_Q3_CRF10.bin,9.218999,22.76652,13.79927,38.12803,18.38404,129.1068,15.7282,92.03466,16.20662,85.70992
Descendants_2_cover_Its_Goin_Down_000_2000_2125_854x480_HW_Q3_CRF10.bin,10.96961,29.77886,16.98619,96.1279,25.73466,174.7821,18.69582,228.3905,11.7366,64.88593
Descendants_2_cover_Its_Goin_Down_000_2125_2250_854x480_HW_Q3_CRF10.bin,7.401651,22.34926,10.7593,41.36424,16.74218,82.37648,7.59475,30.48018,9.101755,169.7505
Descendants_2_cover_Its_Goin_Down_000_2250_2375_854x480_HW_Q3_CRF10.bin,14.68865,138.4753,21.15537,287.107,34.75218,1738.754,17.16016,350.0916,22.04307,446.3334
Descendants_2_cover_Its_Goin_Down_000_2375_2500_854x480_HW_Q3_CRF10.bin,9.024974,18.59856,16.215,75.1283,11.08633,18.32849,18.97151,107.9599,13.28998,36.14698
Descendants_2_cover_Its_Goin_Down_000_2500_2625_854x480_HW_Q3_CRF10.bin,5.129389,4.14595,8.588798,27.36942,5.46428,7.163253,10.90309,35.06898,8.747954,21.42351
Descendants_2_cover_Its_Goin_Down_000_250_375_854x480_HW_Q3_CRF10.bin,3.401475,5.07082,6.507419,21.45951,5.946307,26.48307,9.13409,31.379,6.952855,10.50647
Descendants_2_cover_Its_Goin_Down_000_2625_2750_854x480_HW_Q3_CRF10.bin,7.89465,15.63708,10.51397,102.6651,9.313633,49.75469,16.78457,109.2714,14.65536,62.38869
Descendants_2_cover_Its_Goin_Down_000_2750_2875_854x480_HW_Q3_CRF10.bin,6.73973,11.31529,7.177293,14.15517,7.024864,24.30756,15.59263,72.50751,12.21249,54.88093
Descendants_2_cover_Its_Goin_Down_000_2875_3000_854x480_HW_Q3_CRF10.bin,6.341228,23.55916,11.1693,160.6967,10.86059,57.25414,14.22188,180.7309,7.89242,31.56105
Descendants_2_cover_Its_Goin_Down_000_375_500_854x480_HW_Q3_CRF10.bin,4.781298,8.186575,9.894823,50.48484,12.64867,54.44696,8.915362,32.49638,6.440991,25.53248
Descendants_2_cover_Its_Goin_Down_000_500_625_854x480_HW_Q3_CRF10.bin,2.210071,0.482132,4.928591,8.459702,4.598277,4.279146,5.986281,10.65971,2.963851,1.538077
Descendants_2_cover_Its_Goin_Down_000_625_750_854x480_HW_Q3_CRF10.bin,4.607788,6.304368,12.42056,98.34476,10.3785,27.37496,12.04591,56.87677,8.126506,19.86848
Descendants_2_cover_Its_Goin_Down_000_750_875_854x480_HW_Q3_CRF10.bin,8.362608,12.48936,16.207,180.7962,13.85607,113.6952,21.44027,145.5386,19.73349,95.35201
Descendants_2_cover_Its_Goin_Down_000_875_1000_854x480_HW_Q3_CRF10.bin,12.85025,56.54161,21.17535,401.6335,26.46286,179.2823,30.55963,486.1233,15.42782,139.1094
Descendants_2_cover_Its_Goin_Down_001_0_125_854x480_HW_Q3_CRF10.bin,7.65104,5.983138,11.43603,70.45747,14.62115,42.66492,12.97377,74.10678,12.07873,79.87543
Descendants_2_cover_Its_Goin_Down_001_1000_1125_854x480_HW_Q3_CRF10.bin,7.65104,5.983138,11.43603,70.45747,14.62115,42.66492,12.97377,74.10678,12.07873,79.87543
Descendants_2_cover_Its_Goin_Down_001_1125_1250_854x480_HW_Q3_CRF10.bin,7.65104,5.983138,11.43603,70.45747,14.62115,42.66492,12.97377,74.10678,12.07873,79.87543
Descendants_2_cover_Its_Goin_Down_001_1250_1375_854x480_HW_Q3_CRF10.bin,7.65104,5.983138,11.43603,70.45747,14.62115,42.66492,12.97377,74.10678,12.07873,79.87543
Descendants_2_cover_Its_Goin_Down_001_125_250_854x480_HW_Q3_CRF10.bin,6.33321,11.60047,13.60358,101.9471,13.73479,52.84405,16.58022,121.5624,12.68488,64.76717
Descendants_2_cover_Its_Goin_Down_001_1375_1500_854x480_HW_Q3_CRF10.bin,6.33321,11.60047,13.60358,101.9471,13.73479,52.84405,16.58022,121.5624,12.68488,64.76717
Descendants_2_cover_Its_Goin_Down_001_1500_1625_854x480_HW_Q3_CRF10.bin,6.33321,11.60047,13.60358,101.9471,13.73479,52.84405,16.58022,121.5624,12.68488,64.76717
Descendants_2_cover_Its_Goin_Down_001_1625_1750_854x480_HW_Q3_CRF10.bin,6.33321,11.60047,13.60358,101.9471,13.73479,52.84405,16.58022,121.5624,12.68488,64.76717
Descendants_2_cover_Its_Goin_Down_001_1750_1875_854x480_HW_Q3_CRF10.bin,6.33321,11.60047,13.60358,101.9471,13.73479,52.84405,16.58022,121.5624,12.68488,64.76717
Descendants_2_cover_Its_Goin_Down_001_1875_2000_854x480_HW_Q3_CRF10.bin,6.33321,11.60047,13.60358,101.9471,13.73479,52.84405,16.58022,121.5624,12.68488,64.76717
Descendants_2_cover_Its_Goin_Down_001_2000_2125_854x480_HW_Q3_CRF10.bin,6.33321,11.60047,13.60358,101.9471,13.73479,52.84405,16.58022,121.5624,12.68488,64.76717
Descendants_2_cover_Its_Goin_Down_001_2125_2250_854x480_HW_Q3_CRF10.bin,6.33321,11.60047,13.60358,101.9471,13.73479,52.84405,16.58022,121.5624,12.68488,64.76717
Descendants_2_cover_Its_Goin_Down_001_2250_2375_854x480_HW_Q3_CRF10.bin,6.33321,11.60047,13.60358,101.9471,13.73479,52.84405,16.58022,121.5624,12.68488,64.76717
Descendants_2_cover_Its_Goin_Down_001_2375_2500_854x480_HW_Q3_CRF10.bin,6.33321,11.60047,13.60358,101.9471,13.73479,52.84405,16.58022,121.5624,12.68488,64.76717
Descendants_2_cover_Its_Goin_Down_001_2500_2625_854x480_HW_Q3_CRF10.bin,6.33321,11.60047,13.60358,101.9471,13.73479,52.84405,16.58022,121.5624,12.68488,64.76717
Descendants_2_cover_Its_Goin_Down_001_250_375_854x480_HW_Q3_CRF10.bin,7.070909,12.69833,4.609969,10.22625,16.59947,44.24614,5.0918,5.842006,16.58164,101.4078
