sequence_name,FSIG_a_mean,FSIG_a_var,FSIG_lt_mean,FSIG_lt_var,FSIG_lb_mean,FSIG_lb_var,FSIG_rt_mean,FSIG_rt_var,FSIG_rb_mean,FSIG_rb_var
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_1500_1625_854x480_HW_Q3_CRF10.bin,1.616262,0.7908583,3.014272,2.397946,2.446975,1.344712,3.410695,3.698593,3.06265,4.838678
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_1625_1750_854x480_HW_Q3_CRF10.bin,2.135162,1.625486,2.812865,3.071059,2.570257,2.985114,4.328287,6.177043,4.234719,8.108983
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_1750_1875_854x480_HW_Q3_CRF10.bin,1.64125,0.6039208,3.405012,3.830923,2.191323,1.187903,4.000798,4.127619,2.483274,1.598914
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_1875_2000_854x480_HW_Q3_CRF10.bin,1.906926,1.351373,3.19347,7.270206,2.868087,5.559778,3.761195,5.667912,3.596101,5.111103
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_2000_2125_854x480_HW_Q3_CRF10.bin,5.10112,43.06732,8.802061,179.1862,10.74021,343.2163,3.65154,8.65841,3.347818,3.906283
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_2125_2250_854x480_HW_Q3_CRF10.bin,6.331363,421.9068,6.765934,1544.781,11.57326,562.8651,9.258559,3930.263,12.78004,692.492
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_2250_2375_854x480_HW_Q3_CRF10.bin,1.820879,2.089216,3.141244,3.282475,1.733536,0.3515596,3.465346,2.603029,3.892385,36.615
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_2375_2500_854x480_HW_Q3_CRF10.bin,1.654131,0.494134,3.463502,3.310708,1.881152,1.409992,3.956346,3.874063,1.80511,1.381248
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_2500_2625_854x480_HW_Q3_CRF10.bin,6.05408,2592.959,11.06196,7319.724,3.21832,334.2723,11.63349,8350.821,4.798144,764.002
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_250_375_854x480_HW_Q3_CRF10.bin,7.554942,367.4792,8.860237,476.9785,8.003212,343.9679,6.556325,234.4737,9.908092,520.1849
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_2625_2750_854x480_HW_Q3_CRF10.bin,2.283674,5.330695,5.735761,16.25199,2.515253,4.157182,4.221189,9.071651,4.029917,43.9796
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_2750_2875_854x480_HW_Q3_CRF10.bin,1.73664,1.290598,5.274817,20.94181,2.546202,2.645376,4.617313,19.30751,2.190995,1.379359
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_2875_3000_854x480_HW_Q3_CRF10.bin,1.573028,1.242202,4.30624,13.93784,1.830158,0.8677007,3.452418,6.912181,2.496977,5.05345
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_375_500_854x480_HW_Q3_CRF10.bin,0.80845,1.644979,0.4852801,0.9288378,1.770814,10.70865,0.2777506,0.2676141,1.279003,3.52251
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_500_625_854x480_HW_Q3_CRF10.bin,0.5814272,0.2980675,0.3768848,0.514137,1.55649,3.740277,0.1573702,0.0657119,1.05197,0.0856084
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_625_750_854x480_HW_Q3_CRF10.bin,0.5531515,0.548737,0.3643277,0.614426,1.216626,0.2001718,0.2140035,0.1844423,1.314034,3.199104
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_750_875_854x480_HW_Q3_CRF10.bin,0.7232152,1.26992,0.5562032,0.7224658,1.954557,11.49941,0.3136116,0.2192669,1.05318,0.2163239
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_003_875_1000_854x480_HW_Q3_CRF10.bin,8.145332,5295.615,7.704865,4600.656,9.67546,4897.449,7.839044,4820.127,10.85319,8029.441
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_0_125_854x480_HW_Q3_CRF10.bin,1.559239,1.14984,3.162041,5.541667,2.819427,5.345191,2.771,3.230632,2.432316,3.86766
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_1000_1125_854x480_HW_Q3_CRF10.bin,1.559239,1.14984,3.162041,5.541667,2.819427,5.345191,2.771,3.230632,2.432316,3.86766
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_1125_1250_854x480_HW_Q3_CRF10.bin,1.559239,1.14984,3.162041,5.541667,2.819427,5.345191,2.771,3.230632,2.432316,3.86766
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_1250_1375_854x480_HW_Q3_CRF10.bin,1.559239,1.14984,3.162041,5.541667,2.819427,5.345191,2.771,3.230632,2.432316,3.86766
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_125_250_854x480_HW_Q3_CRF10.bin,1.622523,1.452524,5.451616,26.98327,1.903327,0.7838067,4.358677,17.26155,1.983159,3.054093
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_1375_1500_854x480_HW_Q3_CRF10.bin,1.622523,1.452524,5.451616,26.98327,1.903327,0.7838067,4.358677,17.26155,1.983159,3.054093
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_1500_1625_854x480_HW_Q3_CRF10.bin,1.622523,1.452524,5.451616,26.98327,1.903327,0.7838067,4.358677,17.26155,1.983159,3.054093
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_1625_1750_854x480_HW_Q3_CRF10.bin,1.622523,1.452524,5.451616,26.98327,1.903327,0.7838067,4.358677,17.26155,1.983159,3.054093
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_1750_1875_854x480_HW_Q3_CRF10.bin,1.622523,1.452524,5.451616,26.98327,1.903327,0.7838067,4.358677,17.26155,1.983159,3.054093
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_1875_2000_854x480_HW_Q3_CRF10.bin,1.622523,1.452524,5.451616,26.98327,1.903327,0.7838067,4.358677,17.26155,1.983159,3.054093
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_2000_2125_854x480_HW_Q3_CRF10.bin,1.622523,1.452524,5.451616,26.98327,1.903327,0.7838067,4.358677,17.26155,1.983159,3.054093
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_2125_2250_854x480_HW_Q3_CRF10.bin,1.622523,1.452524,5.451616,26.98327,1.903327,0.7838067,4.358677,17.26155,1.983159,3.054093
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_2250_2375_854x480_HW_Q3_CRF10.bin,1.622523,1.452524,5.451616,26.98327,1.903327,0.7838067,4.358677,17.26155,1.983159,3.054093
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_2375_2500_854x480_HW_Q3_CRF10.bin,1.622523,1.452524,5.451616,26.98327,1.903327,0.7838067,4.358677,17.26155,1.983159,3.054093
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_2500_2625_854x480_HW_Q3_CRF10.bin,1.622523,1.452524,5.451616,26.98327,1.903327,0.7838067,4.358677,17.26155,1.983159,3.054093
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_250_375_854x480_HW_Q3_CRF10.bin,39.6819,37866.46,35.81031,48445.3,35.25187,21371.95,48.72252,68352.82,40.01361,24947.31
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_2625_2750_854x480_HW_Q3_CRF10.bin,39.6819,37866.46,35.81031,48445.3,35.25187,21371.95,48.72252,68352.82,40.01361,24947.31
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_2750_2875_854x480_HW_Q3_CRF10.bin,39.6819,37866.46,35.81031,48445.3,35.25187,21371.95,48.72252,68352.82,40.01361,24947.31
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_2875_3000_854x480_HW_Q3_CRF10.bin,39.6819,37866.46,35.81031,48445.3,35.25187,21371.95,48.72252,68352.82,40.01361,24947.31
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_375_500_854x480_HW_Q3_CRF10.bin,0.5143535,0.09542025,1.537498,0.8204651,0.4149219,0.0461047,0.2819624,0.06596579,0.1040864,0.01545671
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_500_625_854x480_HW_Q3_CRF10.bin,2.600662,251.2476,2.465627,109.6484,5.964723,278.3362,1.856108,310.1805,1.838557,366.943
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_750_875_854x480_HW_Q3_CRF10.bin,2.600662,251.2476,2.465627,109.6484,5.964723,278.3362,1.856108,310.1805,1.838557,366.943
GOP_Moving_To_Quickly_Push_Through_Tax_Bill_Deal__MSNBC_004_875_1000_854x480_HW_Q3_CRF10.bin,2.600662,251.2476,2.465627,109.6484,5.964723,278.3362,1.856108,310.1805,1.838557,366.943
Game_Winner_000_0_125_854x480_HW_Q3_CRF10.bin,0.1962413,0.1763782,0.3440801,0.5648883,0.2294004,0.2524499,0.12074,0.04008278,0.02736815,0.002924242
Game_Winner_000_1000_1125_854x480_HW_Q3_CRF10.bin,0.1962413,0.1763782,0.3440801,0.5648883,0.2294004,0.2524499,0.12074,0.04008278,0.02736815,0.002924242
Game_Winner_000_1125_1250_854x480_HW_Q3_CRF10.bin,0.1962413,0.1763782,0.3440801,0.5648883,0.2294004,0.2524499,0.12074,0.04008278,0.02736815,0.002924242
Game_Winner_000_1250_1375_854x480_HW_Q3_CRF10.bin,0.1962413,0.1763782,0.3440801,0.5648883,0.2294004,0.2524499,0.12074,0.04008278,0.02736815,0.002924242
Game_Winner_000_125_250_854x480_HW_Q3_CRF10.bin,0.01991827,0.001969469,0.03052944,0.005457322,0.03466932,0.005940101,0.008255064,0.0001921466,0.001614574,1.287813e-05
Game_Winner_000_1375_1500_854x480_HW_Q3_CRF10.bin,0.01991827,0.001969469,0.03052944,0.005457322,0.03466932,0.005940101,0.008255064,0.0001921466,0.001614574,1.287813e-05
Game_Winner_000_1500_1625_854x480_HW_Q3_CRF10.bin,0.01991827,0.001969469,0.03052944,0.005457322,0.03466932,0.005940101,0.008255064,0.0001921466,0.001614574,1.287813e-05
Game_Winner_000_1625_1750_854x480_HW_Q3_CRF10.bin,0.01991827,0.001969469,0.03052944,0.005457322,0.03466932,0.005940101,0.008255064,0.0001921466,0.001614574,1.287813e-05
Game_Winner_000_1750_1875_854x480_HW_Q3_CRF10.bin,0.01991827,0.001969469,0.03052944,0.005457322,0.03466932,0.005940101,0.008255064,0.0001921466,0.001614574,1.287813e-05
Game_Winner_000_1875_2000_854x480_HW_Q3_CRF10.bin,0.01991827,0.001969469,0.03052944,0.005457322,0.03466932,0.005940101,0.008255064,0.0001921466,0.001614574,1.287813e-05
Game_Winner_000_2000_2125_854x480_HW_Q3_CRF10.bin,0.01991827,0.001969469,0.03052944,0.005457322,0.03466932,0.005940101,0.008255064,0.0001921466,0.001614574,1.287813e-05
Game_Winner_000_2125_2250_854x480_HW_Q3_CRF10.bin,0.01991827,0.001969469,0.03052944,0.005457322,0.03466932,0.005940101,0.008255064,0.0001921466,0.001614574,1.287813e-05
Game_Winner_000_2250_2375_854x480_HW_Q3_CRF10.bin,0.01991827,0.001969469,0.03052944,0.005457322,0.03466932,0.005940101,0.008255064,0.0001921466,0.001614574,1.287813e-05
Game_Winner_000_2375_2500_854x480_HW_Q3_CRF10.bin,0.01991827,0.001969469,0.03052944,0.005457322,0.03466932,0.005940101,0.008255064,0.0001921466,0.001614574,1.287813e-05
Game_Winner_000_2500_2625_854x480_HW_Q3_CRF10.bin,0.01991827,0.001969469,0.03052944,0.005457322,0.03466932,0.005940101,0.008255064,0.0001921466,0.001614574,1.287813e-05
Game_Winner_000_250_375_854x480_HW_Q3_CRF10.bin,0.01609716,0.001316943,0.02758008,0.00359413,0.02641995,0.004247235,0.00577371,6.876552e-05,0.002281572,1.812573e-05
Game_Winner_000_2625_2750_854x480_HW_Q3_CRF10.bin,0.01609716,0.001316943,0.02758008,0.00359413,0.02641995,0.004247235,0.00577371,6.876552e-05,0.002281572,1.812573e-05
Game_Winner_000_2750_2875_854x480_HW_Q3_CRF10.bin,0.01609716,0.001316943,0.02758008,0.00359413,0.02641995,0.004247235,0.00577371,6.876552e-05,0.002281572,1.812573e-05
Game_Winner_000_2875_3000_854x480_HW_Q3_CRF10.bin,0.01609716,0.001316943,0.02758008,0.00359413,0.02641995,0.004247235,0.00577371,6.876552e-05,0.002281572,1.812573e-05
Game_Winner_000_375_500_854x480_HW_Q3_CRF10.bin,0.01670775,0.001959203,0.02588668,0.005012021,0.02869638,0.006219458,0.00613804,0.0001086929,0.001710503,1.514578e-05
Game_Winner_000_500_625_854x480_HW_Q3_CRF10.bin,0.01617081,0.001070121,0.02813065,0.003531416,0.01286297,0.0004692177,0.02493077,0.005571305,0.007378463,0.0002562709
Game_Winner_000_625_750_854x480_HW_Q3_CRF10.bin,0.01762305,0.001835909,0.02715946,0.004397956,0.02995058,0.006057406,0.009487332,0.0005933025,0.002985767,6.891477e-05
Game_Winner_000_750_875_854x480_HW_Q3_CRF10.bin,0.01762305,0.001835909,0.02715946,0.004397956,0.02995058,0.006057406,0.009487332,0.0005933025,0.002985767,6.891477e-05
Game_Winner_000_875_1000_854x480_HW_Q3_CRF10.bin,0.01762305,0.001835909,0.02715946,0.004397956,0.02995058,0.006057406,0.009487332,0.0005933025,0.002985767,6.891477e-05
Game_Winner_001_0_125_854x480_HW_Q3_CRF10.bin,0.01758053,0.001227632,0.0317554,0.004260664,0.01376098,0.0006569945,0.02561078,0.005615917,0.007759736,0.0003108513
Game_Winner_001_1000_1125_854x480_HW_Q3_CRF10.bin,0.01758053,0.001227632,0.0317554,0.004260664,0.01376098,0.0006569945,0.02561078,0.005615917,0.007759736,0.0003108513
Game_Winner_001_1125_1250_854x480_HW_Q3_CRF10.bin,0.01758053,0.001227632,0.0317554,0.004260664,0.01376098,0.0006569945,0.02561078,0.005615917,0.007759736,0.0003108513
Game_Winner_001_1250_1375_854x480_HW_Q3_CRF10.bin,0.01758053,0.001227632,0.0317554,0.004260664,0.01376098,0.0006569945,0.02561078,0.005615917,0.007759736,0.0003108513
Game_Winner_001_125_250_854x480_HW_Q3_CRF10.bin,0.01821476,0.001728637,0.02684699,0.003885619,0.03296762,0.006418714,0.008436724,0.0001766924,0.002080008,1.714143e-05
Game_Winner_001_1375_1500_854x480_HW_Q3_CRF10.bin,0.01821476,0.001728637,0.02684699,0.003885619,0.03296762,0.006418714,0.008436724,0.0001766924,0.002080008,1.714143e-05
Game_Winner_001_1500_1625_854x480_HW_Q3_CRF10.bin,0.01821476,0.001728637,0.02684699,0.003885619,0.03296762,0.006418714,0.008436724,0.0001766924,0.002080008,1.714143e-05
Game_Winner_001_1625_1750_854x480_HW_Q3_CRF10.bin,0.01821476,0.001728637,0.02684699,0.003885619,0.03296762,0.006418714,0.008436724,0.0001766924,0.002080008,1.714143e-05
Game_Winner_001_1750_1875_854x480_HW_Q3_CRF10.bin,0.01821476,0.001728637,0.02684699,0.003885619,0.03296762,0.006418714,0.008436724,0.0001766924,0.002080008,1.714143e-05
Game_Winner_001_1875_2000_854x480_HW_Q3_CRF10.bin,0.01821476,0.001728637,0.02684699,0.003885619,0.03296762,0.006418714,0.008436724,0.0001766924,0.002080008,1.714143e-05
Game_Winner_001_2000_2125_854x480_HW_Q3_CRF10.bin,0.01821476,0.001728637,0.02684699,0.003885619,0.03296762,0.006418714,0.008436724,0.0001766924,0.002080008,1.714143e-05
Game_Winner_001_2125_2250_854x480_HW_Q3_CRF10.bin,0.01821476,0.001728637,0.02684699,0.003885619,0.03296762,0.006418714,0.008436724,0.0001766924,0.002080008,1.714143e-05
Game_Winner_001_2250_2375_854x480_HW_Q3_CRF10.bin,0.01821476,0.001728637,0.02684699,0.003885619,0.03296762,0.006418714,0.008436724,0.0001766924,0.002080008,1.714143e-05
Game_Winner_001_2375_2500_854x480_HW_Q3_CRF10.bin,0.01821476,0.001728637,0.02684699,0.003885619,0.03296762,0.006418714,0.008436724,0.0001766924,0.002080008,1.714143e-05
Game_Winner_001_2500_2625_854x480_HW_Q3_CRF10.bin,0.01821476,0.001728637,0.02684699,0.003885619,0.03296762,0.006418714,0.008436724,0.0001766924,0.002080008,1.714143e-05
Game_Winner_001_250_375_854x480_HW_Q3_CRF10.bin,0.02100726,0.002203651,0.03326242,0.005649789,0.03558647,0.006730833,0.009574148,0.0002004597,0.001776849,1.436487e-05
Game_Winner_001_2625_2750_854x480_HW_Q3_CRF10.bin,0.02100726,0.002203651,0.03326242,0.005649789,0.03558647,0.006730833,0.009574148,0.0002004597,0.001776849,1.436487e-05
Game_Winner_001_2750_2875_854x480_HW_Q3_CRF10.bin,0.02100726,0.002203651,0.03326242,0.005649789,0.03558647,0.006730833,0.009574148,0.0002004597,0.001776849,1.436487e-05
Game_Winner_001_2875_3000_854x480_HW_Q3_CRF10.bin,0.02100726,0.002203651,0.03326242,0.005649789,0.03558647,0.006730833,0.009574148,0.0002004597,0.001776849,1.436487e-05
Game_Winner_001_375_500_854x480_HW_Q3_CRF10.bin,0.01507542,0.001606445,0.02576625,0.004251056,0.02430326,0.005022822,0.005339238,7.332893e-05,0.001804697,1.622996e-05
Game_Winner_001_500_625_854x480_HW_Q3_CRF10.bin,0.01896459,0.001039283,0.0303969,0.003111567,0.007875105,0.000259815,0.04333065,0.006981425,0.00878733,0.000279719
Game_Winner_001_625_750_854x480_HW_Q3_CRF10.bin,0.01168667,0.0009226626,0.01867027,0.002215174,0.01495581,0.002933627,0.01208675,0.001279988,0.003884637,0.0001289423
Game_Winner_001_750_875_854x480_HW_Q3_CRF10.bin,0.01168667,0.0009226626,0.01867027,0.002215174,0.01495581,0.002933627,0.01208675,0.001279988,0.003884637,0.0001289423
Game_Winner_001_875_1000_854x480_HW_Q3_CRF10.bin,0.01168667,0.0009226626,0.01867027,0.002215174,0.01495581,0.002933627,0.01208675,0.001279988,0.003884637,0.0001289423
Game_Winner_002_0_125_854x480_HW_Q3_CRF10.bin,0.02344495,0.001406381,0.03409867,0.003559087,0.01350824,0.0006937821,0.04915407,0.008273175,0.007912024,0.0002180875
Game_Winner_002_1000_1125_854x480_HW_Q3_CRF10.bin,0.02344495,0.001406381,0.03409867,0.003559087,0.01350824,0.0006937821,0.04915407,0.008273175,0.007912024,0.0002180875
Game_Winner_002_1125_1250_854x480_HW_Q3_CRF10.bin,0.02344495,0.001406381,0.03409867,0.003559087,0.01350824,0.0006937821,0.04915407,0.008273175,0.007912024,0.0002180875
Game_Winner_002_1250_1375_854x480_HW_Q3_CRF10.bin,0.02344495,0.001406381,0.03409867,0.003559087,0.01350824,0.0006937821,0.04915407,0.008273175,0.007912024,0.0002180875
Game_Winner_002_125_250_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_1375_1500_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_1500_1625_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_1625_1750_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_1750_1875_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_1875_2000_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_2000_2125_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_2125_2250_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_2250_2375_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_2375_2500_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_2500_2625_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_250_375_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_2625_2750_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_2750_2875_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_2875_3000_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_375_500_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_500_625_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_625_750_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_750_875_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Game_Winner_002_875_1000_854x480_HW_Q3_CRF10.bin,0.01997073,0.001857283,0.031022,0.005490666,0.03309858,0.005307452,0.009073618,0.0001972499,0.003188162,0.0001252184
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_0_125_854x480_HW_Q3_CRF10.bin,17.65197,472.6789,27.86486,599.7061,27.66374,372.7789,31.35,768.5607,28.57684,2897.503
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_1000_1125_854x480_HW_Q3_CRF10.bin,48.3135,26879.1,58.76956,30229.65,49.89085,28728.64,65.27065,28728.04,50.88502,25053.08
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_1125_1250_854x480_HW_Q3_CRF10.bin,37.80466,13366.87,44.58381,15478.55,46.52147,18723.77,57.28667,18634.76,53.11935,18836.37
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_1250_1375_854x480_HW_Q3_CRF10.bin,33.90508,23033.31,42.59207,20127.31,37.79016,21587.21,45.22372,29067.87,35.686,29387.65
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_125_250_854x480_HW_Q3_CRF10.bin,30.55029,947.6113,49.41841,1307.153,54.52916,3314.804,43.99988,1772.376,48.87108,3356.92
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_1375_1500_854x480_HW_Q3_CRF10.bin,51.00758,27509.21,74.17805,45608.09,81.83792,35564.64,47.95668,23993.96,62.26221,24498.66
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_1500_1625_854x480_HW_Q3_CRF10.bin,35.1009,34634.77,52.95513,38764.94,48.0386,34127.29,41.65357,38518.61,42.85619,33489.91
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_1625_1750_854x480_HW_Q3_CRF10.bin,28.2128,594.0085,37.13665,1433.978,43.4863,1426.141,45.907,1189.5,39.83362,1764.365
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_1750_1875_854x480_HW_Q3_CRF10.bin,26.12762,926.0142,37.77543,635.0995,44.82896,2157.482,33.77577,1371.006,38.82847,1450.79
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_1875_2000_854x480_HW_Q3_CRF10.bin,25.15557,507.7684,45.53287,1462.988,33.58806,752.142,38.90208,990.0504,32.86155,574.0668
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_2000_2125_854x480_HW_Q3_CRF10.bin,18.73604,70.3451,27.8463,102.1115,35.70435,249.5811,22.74846,80.26385,35.44273,199.4029
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_2125_2250_854x480_HW_Q3_CRF10.bin,23.56759,605.2184,31.4398,1149.186,34.45752,1350.548,31.97713,575.9114,33.99201,872.6439
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_2250_2375_854x480_HW_Q3_CRF10.bin,15.80341,510.1758,26.21564,1881.716,15.72919,404.1471,24.39924,1412.637,16.99014,692.3752
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_2375_2500_854x480_HW_Q3_CRF10.bin,45.60951,6350.106,64.96234,5894.007,71.64445,31546.63,59.8402,4694.846,60.70328,21557.37
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_2500_2625_854x480_HW_Q3_CRF10.bin,39.71181,4247.492,68.16603,5273.234,74.24114,25412.14,55.61322,5570.193,57.27005,18651.29
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_250_375_854x480_HW_Q3_CRF10.bin,51.86635,4718,72.50327,7577.859,66.48576,5449.383,67.09454,5460.038,70.75692,6372.616
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_2625_2750_854x480_HW_Q3_CRF10.bin,28.40306,2174.686,49.65239,4748.205,33.34022,1973.193,52.46696,6191.57,42.00794,4059.011
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_2750_2875_854x480_HW_Q3_CRF10.bin,23.82012,1068.589,28.17956,1416.048,49.30888,4027.505,25.90722,2033.163,38.08602,2142.768
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_2875_3000_854x480_HW_Q3_CRF10.bin,23.67004,1074.624,27.74931,1429.974,48.7962,4065.049,25.57345,2044.142,37.76476,2161.988
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_375_500_854x480_HW_Q3_CRF10.bin,25.65411,793.136,30.74929,1328.12,38.53408,768.233,45.37191,2313.854,42.83525,1303.088
Good_Is_the_New_Bad_(From_Descendants_Wicked_World)_000_500_625_854x480_HW_Q3_CRF10.bin,15.66219,1203.455,27.11858,2595.535,31.99327,1090.218,14.05045,2726.189,21.41674,1201.624
